order_ref,order_date,customer_id,origin_name,origin_city,origin_country,dest_city,dest_country,units,weight_kg,mode,product_category,order_value,returned
SO-01046,2026-06-28,C-SAO-021,Memphis DC,Memphis,US,Sao Paulo,BR,15,26.04,sea,audio,819.37,0
SO-01158,2026-06-28,C-RIY-014,Dubai DC,Dubai,AE,Riyadh,SA,11,24.44,road,cables,887.4,0
SO-00173,2026-06-29,C-PAR-012,Rotterdam DC,Rotterdam,NL,Paris,FR,9,24.51,road,storage,424.06,0
SO-00263,2026-06-29,C-MIL-008,Rotterdam DC,Rotterdam,NL,Milan,IT,20,29.45,road,storage,829.57,0
SO-00536,2026-06-29,C-BAN-024,Shenzhen DC,Shenzhen,CN,Bangkok,TH,8,27.95,sea,wearables,944.81,0
SO-00732,2026-06-29,C-NEW-024,Memphis DC,Memphis,US,New York City,US,4,13.52,road,cables,712.72,0
SO-00866,2026-06-29,C-CHI-005,Memphis DC,Memphis,US,Chicago,US,5,6.61,road,audio,998.38,0
SO-01205,2026-06-29,C-NAI-011,Dubai DC,Dubai,AE,Nairobi,KE,3,9.94,air,cases,900.08,0
SO-00685,2026-06-30,C-SYD-012,Rotterdam DC,Rotterdam,NL,Sydney,AU,7,21.73,air,cases,881.56,0
SO-00769,2026-06-30,C-NEW-002,Memphis DC,Memphis,US,New York City,US,4,16.83,road,chargers,931.04,0
SO-00854,2026-06-30,C-CHI-016,Memphis DC,Memphis,US,Chicago,US,11,26.89,road,audio,769.3,0
SO-00466,2026-07-01,C-SEO-031,Shenzhen DC,Shenzhen,CN,Seoul,KR,9,18.02,sea,audio,834.98,0
SO-01138,2026-07-01,C-RIY-007,Dubai DC,Dubai,AE,Riyadh,SA,11,29.93,road,storage,792.05,0
SO-01149,2026-07-01,C-RIY-011,Dubai DC,Dubai,AE,Riyadh,SA,9,28.09,road,chargers,911.9,0
SO-00473,2026-07-02,C-SIN-016,Shenzhen DC,Shenzhen,CN,Singapore,SG,2,4.81,sea,audio,875.66,1
SO-00561,2026-07-02,C-JAK-022,Shenzhen DC,Shenzhen,CN,Jakarta,ID,16,26.38,sea,chargers,240.4,1
SO-01142,2026-07-02,C-RIY-006,Dubai DC,Dubai,AE,Riyadh,SA,4,11.84,road,cases,862.98,0
SO-00051,2026-07-03,C-LON-014,Rotterdam DC,Rotterdam,NL,London,GB,3,8.6,road,wearables,1179.84,0
SO-00068,2026-07-03,C-LON-033,Rotterdam DC,Rotterdam,NL,London,GB,17,30.17,road,cases,659.01,0
SO-00589,2026-07-03,C-JAK-038,Shenzhen DC,Shenzhen,CN,Jakarta,ID,14,23.76,sea,cables,1059.03,0
SO-00781,2026-07-03,C-NEW-002,Memphis DC,Memphis,US,New York City,US,4,14.62,road,audio,930.59,0
SO-00997,2026-07-03,C-MEX-030,Memphis DC,Memphis,US,Mexico City,MX,11,23.15,road,chargers,344.97,0
SO-00192,2026-07-04,C-PAR-003,Rotterdam DC,Rotterdam,NL,Paris,FR,7,27.39,road,chargers,690.53,0
SO-00283,2026-07-04,C-MIL-010,Rotterdam DC,Rotterdam,NL,Milan,IT,11,29.5,road,cables,656.51,0
SO-00305,2026-07-04,C-WAR-001,Rotterdam DC,Rotterdam,NL,Warsaw,PL,12,38.45,road,chargers,1132.06,0
SO-00560,2026-07-04,C-BAN-019,Shenzhen DC,Shenzhen,CN,Bangkok,TH,6,10.9,sea,chargers,767.48,0
SO-00688,2026-07-04,C-SYD-018,Rotterdam DC,Rotterdam,NL,Sydney,AU,9,13.18,air,wearables,627.26,0
SO-00166,2026-07-05,C-PAR-018,Rotterdam DC,Rotterdam,NL,Paris,FR,11,24.96,road,storage,803.93,0
SO-00706,2026-07-05,C-AUC-011,Rotterdam DC,Rotterdam,NL,Auckland,NZ,4,9.24,air,audio,1015.8,0
SO-00061,2026-07-06,C-LON-036,Rotterdam DC,Rotterdam,NL,London,GB,7,27.41,road,chargers,826.36,0
SO-01034,2026-07-06,C-SAO-006,Memphis DC,Memphis,US,Sao Paulo,BR,6,20.79,sea,wearables,499.27,0
SO-01295,2026-07-06,C-KAR-008,Dubai DC,Dubai,AE,Karachi,PK,1,2.35,sea,storage,359.28,0
SO-00174,2026-07-07,C-PAR-017,Rotterdam DC,Rotterdam,NL,Paris,FR,8,23.71,road,storage,492.95,0
SO-00468,2026-07-07,C-SEO-031,Shenzhen DC,Shenzhen,CN,Seoul,KR,3,10.06,sea,wearables,875.35,0
SO-00836,2026-07-07,C-CHI-021,Memphis DC,Memphis,US,Chicago,US,7,22.35,road,cables,576.91,0
SO-01182,2026-07-07,C-CAI-034,Dubai DC,Dubai,AE,Cairo,EG,7,18.67,sea,audio,928.82,0
SO-00026,2026-07-08,C-LON-032,Rotterdam DC,Rotterdam,NL,London,GB,9,25.52,road,audio,948.21,0
SO-00590,2026-07-09,C-JAK-018,Shenzhen DC,Shenzhen,CN,Jakarta,ID,7,24.94,sea,chargers,741.23,0
SO-01022,2026-07-09,C-SAO-003,Memphis DC,Memphis,US,Sao Paulo,BR,15,23.26,sea,cables,499.94,0
SO-00458,2026-07-10,C-SEO-032,Shenzhen DC,Shenzhen,CN,Seoul,KR,4,9.41,sea,chargers,743.73,0
SO-00064,2026-07-11,C-LON-010,Rotterdam DC,Rotterdam,NL,London,GB,7,18.67,road,cases,622.19,0
SO-00343,2026-07-11,C-STO-015,Rotterdam DC,Rotterdam,NL,Stockholm,SE,4,13.83,road,cases,865.03,0
SO-00431,2026-07-11,C-SEO-014,Shenzhen DC,Shenzhen,CN,Seoul,KR,6,23.8,sea,audio,1026.91,0
SO-00745,2026-07-11,C-NEW-009,Memphis DC,Memphis,US,New York City,US,5,17.27,road,cases,693.75,0
SO-00300,2026-07-12,C-WAR-017,Rotterdam DC,Rotterdam,NL,Warsaw,PL,7,27.1,road,cases,709.12,0
SO-00562,2026-07-12,C-JAK-039,Shenzhen DC,Shenzhen,CN,Jakarta,ID,6,19.35,sea,cables,384.49,0
SO-01299,2026-07-12,C-KAR-015,Dubai DC,Dubai,AE,Karachi,PK,6,24.99,sea,cables,705.23,1
SO-00020,2026-07-13,C-LON-026,Rotterdam DC,Rotterdam,NL,London,GB,8,21.08,road,cases,679.32,0
SO-00205,2026-07-13,C-MAD-037,Rotterdam DC,Rotterdam,NL,Madrid,ES,12,38.04,road,audio,176.36,0
SO-00404,2026-07-13,C-TOK-002,Shenzhen DC,Shenzhen,CN,Tokyo,JP,15,21.11,sea,wearables,592.51,0
SO-01003,2026-07-13,C-MEX-019,Memphis DC,Memphis,US,Mexico City,MX,7,19.99,road,audio,560.44,0
SO-00572,2026-07-14,C-JAK-001,Shenzhen DC,Shenzhen,CN,Jakarta,ID,8,23.31,sea,audio,190.61,0
SO-00630,2026-07-14,C-MUM-007,Shenzhen DC,Shenzhen,CN,Mumbai,IN,5,19.14,sea,cables,627.93,0
SO-00122,2026-07-15,C-BER-026,Rotterdam DC,Rotterdam,NL,Berlin,DE,12,20.3,road,cases,792.11,0
SO-00774,2026-07-15,C-NEW-015,Memphis DC,Memphis,US,New York City,US,1,2.65,road,storage,506.59,0
SO-01098,2026-07-15,C-SAN-006,Memphis DC,Memphis,US,Santiago,CL,6,14.37,sea,chargers,615.95,0
SO-01275,2026-07-15,C-JOH-038,Dubai DC,Dubai,AE,Johannesburg,ZA,6,19.56,sea,audio,1002.49,0
SO-00086,2026-07-16,C-BER-013,Rotterdam DC,Rotterdam,NL,Berlin,DE,3,12.68,road,chargers,741.3,0
SO-00186,2026-07-16,C-PAR-012,Rotterdam DC,Rotterdam,NL,Paris,FR,4,11.66,road,audio,941.08,0
SO-00839,2026-07-16,C-CHI-009,Memphis DC,Memphis,US,Chicago,US,10,16.48,road,audio,933.27,0
SO-01240,2026-07-16,C-LAG-002,Dubai DC,Dubai,AE,Lagos,NG,10,17.68,air,chargers,157.95,0
SO-00066,2026-07-17,C-LON-014,Rotterdam DC,Rotterdam,NL,London,GB,11,30.26,road,cables,838.5,0
SO-00137,2026-07-17,C-PAR-001,Rotterdam DC,Rotterdam,NL,Paris,FR,22,32.1,road,cables,873.45,0
SO-00179,2026-07-17,C-PAR-012,Rotterdam DC,Rotterdam,NL,Paris,FR,6,12.13,road,cases,918.92,0
SO-00515,2026-07-17,C-SIN-025,Shenzhen DC,Shenzhen,CN,Singapore,SG,8,11.97,sea,storage,277.7,0
SO-01131,2026-07-17,C-RIY-031,Dubai DC,Dubai,AE,Riyadh,SA,7,13.85,road,wearables,617.59,0
SO-01152,2026-07-17,C-RIY-024,Dubai DC,Dubai,AE,Riyadh,SA,10,31.83,road,audio,894.73,0
SO-00080,2026-07-18,C-BER-028,Rotterdam DC,Rotterdam,NL,Berlin,DE,14,27.66,road,wearables,407.23,0
SO-01260,2026-07-18,C-JOH-014,Dubai DC,Dubai,AE,Johannesburg,ZA,6,15.61,sea,audio,829.82,1
SO-00493,2026-07-19,C-SIN-007,Shenzhen DC,Shenzhen,CN,Singapore,SG,7,22.49,sea,audio,640.42,0
SO-00670,2026-07-19,C-SYD-011,Rotterdam DC,Rotterdam,NL,Sydney,AU,4,15.81,air,cables,638.48,0
SO-00852,2026-07-19,C-CHI-028,Memphis DC,Memphis,US,Chicago,US,4,11.22,road,chargers,738.81,0
SO-01191,2026-07-19,C-CAI-018,Dubai DC,Dubai,AE,Cairo,EG,8,30.7,sea,cables,569.01,0
SO-00434,2026-07-20,C-SEO-039,Shenzhen DC,Shenzhen,CN,Seoul,KR,10,17.86,sea,audio,776.51,0
SO-00647,2026-07-20,C-MUM-007,Shenzhen DC,Shenzhen,CN,Mumbai,IN,11,38.89,sea,cases,342.7,0
SO-00843,2026-07-20,C-CHI-034,Memphis DC,Memphis,US,Chicago,US,5,20.42,road,audio,677.12,0
SO-00057,2026-07-21,C-LON-004,Rotterdam DC,Rotterdam,NL,London,GB,4,14.01,road,cases,500.54,0
SO-00125,2026-07-21,C-BER-034,Rotterdam DC,Rotterdam,NL,Berlin,DE,13,18.9,road,storage,679.54,0
SO-00455,2026-07-21,C-SEO-038,Shenzhen DC,Shenzhen,CN,Seoul,KR,9,18.34,sea,audio,493.67,0
SO-00595,2026-07-21,C-MAN-026,Shenzhen DC,Shenzhen,CN,Manila,PH,9,14.56,sea,audio,609.61,0
SO-00636,2026-07-21,C-MUM-010,Shenzhen DC,Shenzhen,CN,Mumbai,IN,10,27.68,sea,cables,523.61,0
SO-01289,2026-07-21,C-KAR-028,Dubai DC,Dubai,AE,Karachi,PK,8,16.33,sea,chargers,411.99,0
SO-00087,2026-07-22,C-BER-038,Rotterdam DC,Rotterdam,NL,Berlin,DE,7,12.07,road,audio,292.38,0
SO-00785,2026-07-22,C-NEW-016,Memphis DC,Memphis,US,New York City,US,9,18.45,road,wearables,777.33,0
SO-00095,2026-07-23,C-BER-036,Rotterdam DC,Rotterdam,NL,Berlin,DE,5,15.58,road,cables,904.32,0
SO-00814,2026-07-23,C-CHI-032,Memphis DC,Memphis,US,Chicago,US,9,25.93,road,cases,832.26,0
SO-01171,2026-07-23,C-CAI-010,Dubai DC,Dubai,AE,Cairo,EG,13,24.39,sea,cables,724.06,0
SO-00279,2026-07-24,C-MIL-006,Rotterdam DC,Rotterdam,NL,Milan,IT,9,22.28,road,audio,1228.09,0
SO-00496,2026-07-24,C-SIN-002,Shenzhen DC,Shenzhen,CN,Singapore,SG,7,14.69,sea,cases,757.9,1
SO-00605,2026-07-24,C-MAN-024,Shenzhen DC,Shenzhen,CN,Manila,PH,6,15.17,sea,audio,289.56,0
SO-00748,2026-07-24,C-NEW-031,Memphis DC,Memphis,US,New York City,US,7,16.82,road,cables,793.68,0
SO-00791,2026-07-24,C-NEW-016,Memphis DC,Memphis,US,New York City,US,6,17.46,road,storage,800.11,0
SO-00867,2026-07-24,C-CHI-030,Memphis DC,Memphis,US,Chicago,US,5,17.92,road,wearables,964.12,0
SO-01277,2026-07-24,C-JOH-015,Dubai DC,Dubai,AE,Johannesburg,ZA,7,27.82,sea,cables,507.3,0
SO-01296,2026-07-24,C-KAR-030,Dubai DC,Dubai,AE,Karachi,PK,5,9.86,sea,cables,573.73,0
SO-00126,2026-07-25,C-BER-015,Rotterdam DC,Rotterdam,NL,Berlin,DE,6,22.41,road,audio,691.24,0
SO-00153,2026-07-25,C-PAR-023,Rotterdam DC,Rotterdam,NL,Paris,FR,11,20.7,road,chargers,594.49,0
SO-00323,2026-07-25,C-STO-008,Rotterdam DC,Rotterdam,NL,Stockholm,SE,14,28.74,road,chargers,340.1,0
SO-01178,2026-07-25,C-CAI-032,Dubai DC,Dubai,AE,Cairo,EG,4,12.53,sea,storage,605.17,0
SO-00673,2026-07-26,C-SYD-022,Rotterdam DC,Rotterdam,NL,Sydney,AU,11,16.0,air,wearables,915.99,0
SO-00223,2026-07-27,C-MAD-002,Rotterdam DC,Rotterdam,NL,Madrid,ES,8,31.22,road,storage,590.91,0
SO-00807,2026-07-27,C-CHI-012,Memphis DC,Memphis,US,Chicago,US,10,24.05,road,storage,870.92,0
SO-00235,2026-07-28,C-MAD-034,Rotterdam DC,Rotterdam,NL,Madrid,ES,8,26.79,road,chargers,631.92,0
SO-00260,2026-07-28,C-MIL-018,Rotterdam DC,Rotterdam,NL,Milan,IT,8,24.45,road,chargers,591.22,0
SO-00450,2026-07-28,C-SEO-031,Shenzhen DC,Shenzhen,CN,Seoul,KR,6,23.28,sea,cables,594.36,0
SO-00627,2026-07-28,C-MUM-019,Shenzhen DC,Shenzhen,CN,Mumbai,IN,6,21.72,sea,audio,573.25,0
SO-00477,2026-07-29,C-SIN-038,Shenzhen DC,Shenzhen,CN,Singapore,SG,9,17.73,sea,chargers,780.19,0
SO-00508,2026-07-29,C-SIN-005,Shenzhen DC,Shenzhen,CN,Singapore,SG,7,14.97,sea,audio,1460.87,0
SO-00783,2026-07-29,C-NEW-002,Memphis DC,Memphis,US,New York City,US,4,11.46,road,cases,727.36,0
SO-00850,2026-07-29,C-CHI-003,Memphis DC,Memphis,US,Chicago,US,6,9.77,road,storage,908.23,0
SO-00978,2026-07-29,C-TOR-035,Memphis DC,Memphis,US,Toronto,CA,6,12.55,road,audio,744.85,0
SO-00996,2026-07-29,C-MEX-011,Memphis DC,Memphis,US,Mexico City,MX,2,6.74,road,wearables,516.5,0
SO-01216,2026-07-29,C-NAI-039,Dubai DC,Dubai,AE,Nairobi,KE,13,21.73,air,cables,286.13,0
SO-01285,2026-07-29,C-KAR-008,Dubai DC,Dubai,AE,Karachi,PK,8,28.18,sea,audio,167.22,1
SO-00091,2026-07-30,C-BER-004,Rotterdam DC,Rotterdam,NL,Berlin,DE,6,24.36,road,chargers,362.28,0
SO-00315,2026-07-30,C-WAR-036,Rotterdam DC,Rotterdam,NL,Warsaw,PL,8,19.06,road,cases,1011.57,0
SO-00513,2026-07-30,C-SIN-005,Shenzhen DC,Shenzhen,CN,Singapore,SG,5,10.05,sea,chargers,629.74,0
SO-00880,2026-07-30,C-LOS-014,Memphis DC,Memphis,US,Los Angeles,US,8,20.1,road,audio,699.59,0
SO-00135,2026-07-31,C-BER-021,Rotterdam DC,Rotterdam,NL,Berlin,DE,3,11.87,road,chargers,404.66,0
SO-00341,2026-08-01,C-STO-012,Rotterdam DC,Rotterdam,NL,Stockholm,SE,7,14.1,road,wearables,881.25,0
SO-00960,2026-08-01,C-TOR-019,Memphis DC,Memphis,US,Toronto,CA,3,10.08,road,cases,642.47,0
SO-01168,2026-08-01,C-CAI-023,Dubai DC,Dubai,AE,Cairo,EG,12,17.49,sea,storage,572.89,0
SO-00162,2026-08-02,C-PAR-011,Rotterdam DC,Rotterdam,NL,Paris,FR,11,17.45,road,cables,631.34,0
SO-00608,2026-08-02,C-MAN-026,Shenzhen DC,Shenzhen,CN,Manila,PH,12,19.9,sea,audio,727.75,0
SO-01088,2026-08-02,C-SAN-020,Memphis DC,Memphis,US,Santiago,CL,7,20.81,sea,cases,746.61,0
SO-01200,2026-08-02,C-CAI-023,Dubai DC,Dubai,AE,Cairo,EG,8,24.96,sea,wearables,280.88,0
SO-00134,2026-08-03,C-BER-026,Rotterdam DC,Rotterdam,NL,Berlin,DE,8,21.6,road,audio,303.64,0
SO-00180,2026-08-03,C-PAR-030,Rotterdam DC,Rotterdam,NL,Paris,FR,8,15.0,road,chargers,416.76,0
SO-00403,2026-08-03,C-TOK-035,Shenzhen DC,Shenzhen,CN,Tokyo,JP,6,17.0,sea,wearables,775.3,0
SO-00240,2026-08-04,C-MAD-014,Rotterdam DC,Rotterdam,NL,Madrid,ES,4,10.19,road,cables,870.0,0
SO-00367,2026-08-04,C-DUB-001,Rotterdam DC,Rotterdam,NL,Dublin,IE,7,13.63,air,cables,436.79,0
SO-00922,2026-08-04,C-LOS-007,Memphis DC,Memphis,US,Los Angeles,US,2,8.06,road,chargers,779.64,0
SO-01293,2026-08-04,C-KAR-012,Dubai DC,Dubai,AE,Karachi,PK,6,14.39,sea,storage,537.2,0
SO-00004,2026-08-05,C-LON-038,Rotterdam DC,Rotterdam,NL,London,GB,8,19.08,road,audio,511.69,0
SO-00362,2026-08-05,C-DUB-002,Rotterdam DC,Rotterdam,NL,Dublin,IE,3,10.88,air,cases,283.4,0
SO-00974,2026-08-05,C-TOR-012,Memphis DC,Memphis,US,Toronto,CA,3,8.22,road,cases,740.97,0
SO-01031,2026-08-05,C-SAO-006,Memphis DC,Memphis,US,Sao Paulo,BR,6,22.98,sea,wearables,638.73,0
SO-01099,2026-08-05,C-SAN-008,Memphis DC,Memphis,US,Santiago,CL,5,11.65,sea,cables,634.82,0
SO-01281,2026-08-05,C-KAR-011,Dubai DC,Dubai,AE,Karachi,PK,5,15.43,sea,wearables,456.02,1
SO-00208,2026-08-06,C-MAD-018,Rotterdam DC,Rotterdam,NL,Madrid,ES,9,20.18,road,wearables,259.91,0
SO-00359,2026-08-06,C-DUB-004,Rotterdam DC,Rotterdam,NL,Dublin,IE,3,7.96,air,chargers,311.38,0
SO-00389,2026-08-06,C-TOK-005,Shenzhen DC,Shenzhen,CN,Tokyo,JP,7,22.46,sea,wearables,1491.72,1
SO-00741,2026-08-06,C-NEW-014,Memphis DC,Memphis,US,New York City,US,3,11.11,road,wearables,539.69,0
SO-00747,2026-08-06,C-NEW-023,Memphis DC,Memphis,US,New York City,US,5,11.28,road,cables,447.88,0
SO-00005,2026-08-07,C-LON-019,Rotterdam DC,Rotterdam,NL,London,GB,3,11.0,road,audio,803.7,0
SO-01212,2026-08-07,C-NAI-024,Dubai DC,Dubai,AE,Nairobi,KE,13,18.96,air,wearables,783.66,0
SO-01247,2026-08-07,C-LAG-026,Dubai DC,Dubai,AE,Lagos,NG,9,26.52,air,audio,527.6,0
SO-00127,2026-08-08,C-BER-006,Rotterdam DC,Rotterdam,NL,Berlin,DE,12,30.02,road,wearables,581.8,0
SO-00291,2026-08-08,C-WAR-003,Rotterdam DC,Rotterdam,NL,Warsaw,PL,7,28.48,road,wearables,907.82,0
SO-00435,2026-08-08,C-SEO-021,Shenzhen DC,Shenzhen,CN,Seoul,KR,17,27.11,sea,cases,731.22,0
SO-00501,2026-08-08,C-SIN-032,Shenzhen DC,Shenzhen,CN,Singapore,SG,5,10.04,sea,storage,730.03,0
SO-01195,2026-08-08,C-CAI-027,Dubai DC,Dubai,AE,Cairo,EG,13,26.97,sea,chargers,701.45,0
SO-01062,2026-08-09,C-BOG-021,Memphis DC,Memphis,US,Bogota,CO,12,30.0,air,storage,819.45,0
SO-01164,2026-08-09,C-RIY-007,Dubai DC,Dubai,AE,Riyadh,SA,5,16.33,road,wearables,893.75,0
SO-00893,2026-08-10,C-LOS-003,Memphis DC,Memphis,US,Los Angeles,US,5,18.6,road,wearables,495.55,0
SO-01111,2026-08-10,C-BUE-013,Memphis DC,Memphis,US,Buenos Aires,AR,19,30.18,sea,chargers,443.52,0
SO-00310,2026-08-11,C-WAR-036,Rotterdam DC,Rotterdam,NL,Warsaw,PL,10,28.41,road,cables,594.66,0
SO-00660,2026-08-11,C-MUM-017,Shenzhen DC,Shenzhen,CN,Mumbai,IN,14,41.75,sea,wearables,609.81,0
SO-01027,2026-08-12,C-SAO-018,Memphis DC,Memphis,US,Sao Paulo,BR,8,27.41,sea,cases,811.61,0
SO-00059,2026-08-13,C-LON-036,Rotterdam DC,Rotterdam,NL,London,GB,12,20.74,road,wearables,757.36,1
SO-00229,2026-08-13,C-MAD-008,Rotterdam DC,Rotterdam,NL,Madrid,ES,10,33.96,road,audio,632.37,0
SO-00953,2026-08-13,C-TOR-030,Memphis DC,Memphis,US,Toronto,CA,4,15.07,road,chargers,429.59,0
SO-00709,2026-08-14,C-AUC-039,Rotterdam DC,Rotterdam,NL,Auckland,NZ,2,7.06,air,cases,986.32,0
SO-00356,2026-08-16,C-DUB-016,Rotterdam DC,Rotterdam,NL,Dublin,IE,2,7.75,air,cases,358.0,0
SO-01286,2026-08-16,C-KAR-027,Dubai DC,Dubai,AE,Karachi,PK,12,35.91,sea,storage,451.61,0
SO-00545,2026-08-17,C-BAN-007,Shenzhen DC,Shenzhen,CN,Bangkok,TH,9,15.28,sea,storage,1005.63,0
SO-00588,2026-08-17,C-JAK-039,Shenzhen DC,Shenzhen,CN,Jakarta,ID,11,27.74,sea,wearables,654.86,0
SO-00804,2026-08-17,C-CHI-030,Memphis DC,Memphis,US,Chicago,US,6,15.23,road,cables,502.85,0
SO-01288,2026-08-17,C-KAR-038,Dubai DC,Dubai,AE,Karachi,PK,8,27.05,sea,cases,667.64,0
SO-00489,2026-08-18,C-SIN-035,Shenzhen DC,Shenzhen,CN,Singapore,SG,12,25.87,sea,cases,650.38,0
SO-00961,2026-08-18,C-TOR-026,Memphis DC,Memphis,US,Toronto,CA,4,14.79,road,cables,783.46,0
SO-00446,2026-08-19,C-SEO-023,Shenzhen DC,Shenzhen,CN,Seoul,KR,6,19.23,sea,cables,730.38,0
SO-00851,2026-08-19,C-CHI-012,Memphis DC,Memphis,US,Chicago,US,7,16.33,road,wearables,214.96,0
SO-01271,2026-08-19,C-JOH-024,Dubai DC,Dubai,AE,Johannesburg,ZA,14,20.47,sea,cables,738.64,0
SO-00906,2026-08-20,C-LOS-029,Memphis DC,Memphis,US,Los Angeles,US,12,20.92,road,storage,485.97,0
SO-00089,2026-08-21,C-BER-001,Rotterdam DC,Rotterdam,NL,Berlin,DE,11,23.79,road,cables,867.83,0
SO-00313,2026-08-21,C-WAR-015,Rotterdam DC,Rotterdam,NL,Warsaw,PL,6,11.66,road,chargers,676.78,0
SO-00896,2026-08-21,C-LOS-030,Memphis DC,Memphis,US,Los Angeles,US,8,11.89,road,cables,775.7,0
SO-01056,2026-08-21,C-BOG-009,Memphis DC,Memphis,US,Bogota,CO,7,25.82,air,cables,309.58,0
SO-01144,2026-08-21,C-RIY-037,Dubai DC,Dubai,AE,Riyadh,SA,4,11.74,road,cases,1047.68,0
SO-00251,2026-08-22,C-MIL-031,Rotterdam DC,Rotterdam,NL,Milan,IT,7,24.45,road,wearables,1040.61,0
SO-00267,2026-08-22,C-MIL-038,Rotterdam DC,Rotterdam,NL,Milan,IT,18,30.34,road,chargers,559.27,0
SO-00553,2026-08-22,C-BAN-028,Shenzhen DC,Shenzhen,CN,Bangkok,TH,7,21.49,sea,wearables,465.36,0
SO-00559,2026-08-22,C-BAN-004,Shenzhen DC,Shenzhen,CN,Bangkok,TH,7,24.17,sea,chargers,569.65,0
SO-00698,2026-08-22,C-AUC-039,Rotterdam DC,Rotterdam,NL,Auckland,NZ,3,10.87,air,storage,917.88,0
SO-00084,2026-08-23,C-BER-023,Rotterdam DC,Rotterdam,NL,Berlin,DE,7,23.31,road,audio,1054.21,0
SO-00120,2026-08-23,C-BER-035,Rotterdam DC,Rotterdam,NL,Berlin,DE,5,19.48,road,audio,839.85,0
SO-00634,2026-08-23,C-MUM-015,Shenzhen DC,Shenzhen,CN,Mumbai,IN,7,15.77,sea,cases,605.14,1
SO-00853,2026-08-23,C-CHI-035,Memphis DC,Memphis,US,Chicago,US,9,20.04,road,wearables,748.74,0
SO-00947,2026-08-23,C-TOR-011,Memphis DC,Memphis,US,Toronto,CA,9,27.0,road,wearables,446.65,0
SO-01075,2026-08-23,C-BOG-024,Memphis DC,Memphis,US,Bogota,CO,5,10.15,air,chargers,439.74,0
SO-01259,2026-08-23,C-JOH-011,Dubai DC,Dubai,AE,Johannesburg,ZA,7,24.72,sea,chargers,709.49,1
SO-00582,2026-08-24,C-JAK-002,Shenzhen DC,Shenzhen,CN,Jakarta,ID,11,17.68,sea,cables,730.31,0
SO-00615,2026-08-24,C-MAN-018,Shenzhen DC,Shenzhen,CN,Manila,PH,7,22.25,sea,cases,652.38,0
SO-00691,2026-08-24,C-SYD-023,Rotterdam DC,Rotterdam,NL,Sydney,AU,11,17.23,air,storage,576.22,0
SO-00029,2026-08-25,C-LON-023,Rotterdam DC,Rotterdam,NL,London,GB,4,11.38,road,wearables,551.44,0
SO-00169,2026-08-25,C-PAR-027,Rotterdam DC,Rotterdam,NL,Paris,FR,7,14.79,road,chargers,477.49,0
SO-00311,2026-08-25,C-WAR-004,Rotterdam DC,Rotterdam,NL,Warsaw,PL,9,31.6,road,wearables,1132.16,0
SO-00689,2026-08-25,C-SYD-029,Rotterdam DC,Rotterdam,NL,Sydney,AU,10,20.96,air,wearables,1013.83,0
SO-00585,2026-08-26,C-JAK-030,Shenzhen DC,Shenzhen,CN,Jakarta,ID,7,21.96,sea,storage,421.55,0
SO-00726,2026-08-26,C-NEW-016,Memphis DC,Memphis,US,New York City,US,8,12.1,road,audio,210.12,0
SO-00114,2026-08-27,C-BER-003,Rotterdam DC,Rotterdam,NL,Berlin,DE,5,14.75,road,cases,581.98,0
SO-00409,2026-08-27,C-TOK-007,Shenzhen DC,Shenzhen,CN,Tokyo,JP,6,22.78,sea,cases,974.58,0
SO-00907,2026-08-27,C-LOS-036,Memphis DC,Memphis,US,Los Angeles,US,16,28.86,road,cases,810.19,0
SO-00914,2026-08-27,C-LOS-031,Memphis DC,Memphis,US,Los Angeles,US,6,20.81,road,storage,793.87,0
SO-00187,2026-08-29,C-PAR-019,Rotterdam DC,Rotterdam,NL,Paris,FR,4,13.03,road,storage,1036.78,0
SO-00245,2026-08-29,C-MAD-013,Rotterdam DC,Rotterdam,NL,Madrid,ES,21,33.49,road,storage,449.45,0
SO-00908,2026-08-29,C-LOS-017,Memphis DC,Memphis,US,Los Angeles,US,8,14.89,road,audio,991.26,0
SO-01081,2026-08-29,C-SAN-011,Memphis DC,Memphis,US,Santiago,CL,10,24.43,sea,storage,774.33,0
SO-00121,2026-08-30,C-BER-031,Rotterdam DC,Rotterdam,NL,Berlin,DE,14,37.74,road,storage,730.63,0
SO-00338,2026-08-30,C-STO-027,Rotterdam DC,Rotterdam,NL,Stockholm,SE,7,28.08,road,wearables,590.0,1
SO-00980,2026-08-30,C-TOR-023,Memphis DC,Memphis,US,Toronto,CA,9,24.46,road,cases,486.88,0
SO-00034,2026-08-31,C-LON-003,Rotterdam DC,Rotterdam,NL,London,GB,9,19.85,road,chargers,695.9,0
SO-00071,2026-08-31,C-LON-036,Rotterdam DC,Rotterdam,NL,London,GB,11,30.59,road,cases,315.79,0
SO-00857,2026-08-31,C-CHI-020,Memphis DC,Memphis,US,Chicago,US,4,8.78,road,cases,610.13,0
